sample_id,class,module,fault_type,freq_proxy,mean_offset,global_offset,max_abs_dev,p95_abs_dev,p99_abs_dev,within_0p4_ratio,inside_env_frac,outside_env_frac,inside_expanded_env_frac,inside_quantile_frac,hf_noise_std,amp_min,amp_max
sim_00010,amp_error,电源模块,power_noise,0.36504821822261446,0.0,0.0024592882469196553,0.13091473845147128,0.06769111571587443,0.08299266759183446,1.0,0.9975609756097561,0.0024390243902439046,1.0,0.23536585365853657,0.02452461724222347,-10.073075974417211,-9.797855390800143
sim_00011,amp_error,低频段前置低通滤波器,lpf_shift,0.006621074802900594,-1.9496599456832016e-17,-0.0014756469998422617,0.09326858512592473,0.06276802545117331,0.08183739685090398,1.0,1.0,0.0,1.0,0.2646341463414634,0.013939861868773124,-10.06259843533159,-9.793703247937584
sim_00012,amp_error,ADC,adc_bias,0.10673253805571992,-6.498866485610673e-18,0.0007697443534357973,0.08120205508801703,0.07659477134926512,0.07960322310998799,1.0,1.0,0.0,1.0,0.22560975609756098,0.0534368260177768,-10.077141673933301,-9.790338345632163
sim_00013,amp_error,低频段第一混频器,mixer_ripple,0.17601196520221532,-2.599546594244269e-17,-2.2618352504721884e-05,0.15886255352227252,0.1339138002853232,0.1426465955324022,1.0,0.8804878048780488,0.11951219512195121,1.0,0.16341463414634147,0.019193477740264267,-10.132773731398167,-9.775192773023914
sim_00014,amp_error,数字检波器,vbw_smoothing,0.4829111525559816,4.3109147687884126e-16,0.0009943175246593938,0.07943485398733863,0.05027558972188606,0.0669727921420201,1.0,1.0,0.0,1.0,0.5219512195121951,0.0231808867904506,-10.0600099122378,-9.796253921462322
sim_00015,amp_error,低频段第一混频器,mixer_ripple,0.0036811088224328516,-4.332577657073782e-18,-0.0005365207122984827,0.07802567315246733,0.072309727859903,0.07747099244385287,1.0,1.0,0.0,1.0,0.31341463414634146,0.009540013526626407,-10.082261222729851,-9.818918911503983
sim_00016,amp_error,数字检波器,vbw_smoothing,0.45709007376822575,-3.0328043599516474e-17,0.0008637403916109676,0.07143842499583819,0.04409158472038523,0.05799645979825453,1.0,1.0,0.0,1.0,0.5621951219512196,0.020474864312839958,-10.09041659020261,-9.792237920083473
sim_00017,amp_error,低频段第一混频器,mixer_ripple,0.009944620979968347,8.665155314147563e-18,-0.0008163702632675296,0.1500099123420302,0.12425963879214538,0.13951585283544993,1.0,0.9292682926829269,0.07073170731707312,1.0,0.15365853658536585,0.019641009523704695,-10.1505788720708,-9.74564513417984
sim_00018,amp_error,电源模块,power_noise,0.48539269694676207,-2.166288828536891e-18,0.001440891530171129,0.16242309576703562,0.059172782206631046,0.09096831566112437,1.0,0.9926829268292683,0.007317073170731714,1.0,0.3353658536585366,0.025141236650397747,-10.112423095767035,-9.783970190415825
sim_00019,amp_error,数字检波器,vbw_smoothing,0.640344093366939,2.447906376246687e-16,0.0023089456585232426,0.1199018262710645,0.08047716299741728,0.1027223752970819,1.0,0.973170731707317,0.02682926829268295,1.0,0.31585365853658537,0.03619963041743477,-10.099903341606169,-9.76880972442778
sim_00020,amp_error,低频段第一混频器,mixer_ripple,0.2071188195406013,1.7330310628295126e-17,-0.0011736187752973137,0.16701210844877323,0.10976950911533584,0.12956861779269405,1.0,0.9926829268292683,0.007317073170731714,1.0,0.1573170731707317,0.016755003100346316,-10.135545921965194,-9.732987891551227
sim_00021,amp_error,本振混频组件,,0.09900229772956767,0.002141562067742775,0.0,0.20145283059302344,0.14832355587022222,0.19521649530842403,1.0,0.8390243902439024,0.1609756097560976,0.9914634146341463,0.1719512195121951,0.04316252043096685,-10.18855494408503,-9.746121301890135
sim_00022,amp_error,低频段前置低通滤波器,lpf_shift,0.0006777904289665033,5.524036512769072e-16,0.006770249708073273,0.06002571158160919,0.05431710560989646,0.05908808388650902,1.0,1.0,0.0,1.0,0.501219512195122,0.0038611546508231192,-10.07390867191846,-9.830462627147407
sim_00023,amp_error,数字检波器,vbw_smoothing,0.5375078084339039,-1.408087738548979e-16,0.0003577844141577913,0.09123936939375987,0.04972585960621689,0.06337765768356056,1.0,0.998780487804878,0.0012195121951219523,1.0,0.5329268292682927,0.023753074500179643,-10.063621002897365,-9.834569254963052
sim_00024,amp_error,低频段前置低通滤波器,lpf_shift,0.018648113759729728,-6.498866485610673e-18,-0.0015836572684913008,0.0986476707742785,0.06824414760650788,0.09360449816884521,1.0,1.0,0.0,1.0,0.30609756097560975,0.03168163494102919,-10.08339480686704,-9.806680465545043
sim_00025,amp_error,低频段前置低通滤波器,lpf_shift,0.0008783521213463531,2.1662888285368908e-16,0.006089371549910183,0.06577560473736632,0.059438337687419185,0.06469357264098666,1.0,1.0,0.0,1.0,0.4024390243902439,0.004389642476954519,-10.078728161406055,-9.82432736044388
sim_00026,amp_error,低频段前置低通滤波器,lpf_shift,0.0030314025432623976,6.325563379327721e-16,0.01367378995972146,0.12687573958679188,0.11451756832833898,0.12483640621985638,1.0,0.9609756097560975,0.039024390243902474,1.0,0.2475609756097561,0.008209868054724935,-10.122314040029226,-9.80209636977315
sim_00027,amp_error,电源模块,power_noise,0.26386542439030125,4.332577657073782e-18,0.0005754496916203777,0.07347840978726694,0.033481832323142675,0.04062278225513507,1.0,1.0,0.0,1.0,0.6621951219512195,0.013788555542771324,-10.04577849946086,-9.824542581366702
sim_00028,amp_error,数字检波器,vbw_smoothing,0.5048041055287725,4.3975663219298883e-16,0.0011875572980253324,0.07836528226106054,0.048199153018390166,0.06332981738071096,1.0,1.0,0.0,1.0,0.4878048780487805,0.023900862715358275,-10.0614956291437,-9.817833256903402
sim_00029,amp_error,电源模块,power_noise,0.5954522644321072,-2.38291771139058e-17,0.0014935453782012331,0.13721091248524608,0.0705349307193452,0.08733361301136346,1.0,0.9963414634146341,0.003658536585365857,1.0,0.35609756097560974,0.030139524838724254,-10.074448022552104,-9.805632929950596
sim_00030,amp_error,电源模块,power_noise,0.3020170419476345,2.166288828536891e-17,0.0005342253831006616,0.1016563337755958,0.0478436643238508,0.06756304085101772,1.0,0.9975609756097561,0.0024390243902439046,1.0,0.36585365853658536,0.0186001688629206,-10.06130762282813,-9.788343666224405
sim_00031,amp_error,ADC,adc_bias,0.2004669959728043,-5.783991172193499e-16,0.00025315214547205755,0.0960615025861351,0.08009344417935615,0.0960615025861351,1.0,0.9792682926829268,0.02073170731707319,1.0,0.18536585365853658,0.060054493194252274,-10.109587139888413,-9.773938497413864
sim_00032,amp_error,电源模块,power_noise,0.21341406124003587,2.166288828536891e-18,-0.0006746178443028938,0.07338088510273977,0.03918812342789195,0.0536027663225456,1.0,1.0,0.0,1.0,0.4524390243902439,0.014644810084560748,-10.070295720625627,-9.81022910741987
sim_00033,amp_error,ADC,adc_bias,0.16379782472815912,1.5164021799758237e-17,0.00015409984341019367,0.09010437986872688,0.07236088361312198,0.07236088361312198,1.0,1.0,0.0,1.0,0.21585365853658536,0.054982584772295236,-10.072052683926302,-9.785690812329307
sim_00034,amp_error,低频段前置低通滤波器,,0.11338171044039613,-0.0005347391914899755,0.0,0.19316747241180998,0.15277031303307734,0.18565146934034416,1.0,0.7170731707317073,0.2829268292682927,0.9817073170731707,0.1902439024390244,0.0567102530757099,-10.11899521586901,-9.75363840789824
sim_00035,amp_error,低频段前置低通滤波器,lpf_shift,0.02181469182002653,-2.166288828536891e-18,-0.0019219296513464101,0.10331607433064427,0.07136522916228819,0.09845410160811542,1.0,1.0,0.0,1.0,0.2634146341463415,0.03551802340124484,-10.096667386127036,-9.79730353486399
sim_00036,amp_error,数字检波器,vbw_smoothing,0.6343983469877891,2.816175477097958e-17,-0.0005247988136778403,0.12469065176977168,0.07243868828581873,0.0892440313255128,1.0,0.9902439024390244,0.009756097560975618,1.0,0.3975609756097561,0.03486114506899203,-10.099004730551338,-9.783730558784995
sim_00037,amp_error,低频段第一混频器,mixer_ripple,0.08845333424564858,-4.332577657073782e-18,-0.00021963751978226753,0.15834684156607715,0.0941457316618095,0.11192563476568453,1.0,0.9975609756097561,0.0024390243902439046,1.0,0.17073170731707318,0.015183253668977497,-10.111090868361163,-9.747934192350389
sim_00038,amp_error,电源模块,power_noise,0.2246409463212645,4.332577657073782e-18,0.0005207376221818549,0.09509195722856134,0.04435750165214357,0.058805139906817586,1.0,0.998780487804878,0.0012195121951219523,1.0,0.3524390243902439,0.01740253514508073,-10.070856518994923,-9.784908042771438
sim_00039,amp_error,低频段前置低通滤波器,lpf_shift,0.003746475251208935,1.3647619619782412e-16,-0.002031418532257412,0.06298493826067286,0.04510280339669981,0.062087850281385304,1.0,1.0,0.0,1.0,0.3463414634146341,0.009232716669211605,-10.058368053924609,-9.808578812445951
sim_00040,amp_error,低频段第一混频器,,0.13375233353338317,-0.0031051126777295068,0.0,0.19642585734028728,0.18034463547618865,0.19250180663758992,1.0,0.6036585365853658,0.39634146341463417,0.9609756097560975,0.13902439024390245,0.07511690137209873,-10.178110807113157,-9.712933000779401
sim_00041,amp_error,数字检波器,vbw_smoothing,0.7885559927560933,-1.2997732971221346e-17,-0.0015335254606485549,0.16924625853599373,0.10194574803150452,0.13415967039787036,1.0,0.9463414634146341,0.0536585365853659,0.998780487804878,0.2646341463414634,0.05117301003871713,-10.106895623467036,-9.711058867149783
sim_00042,amp_error,数字检波器,vbw_smoothing,0.5539963600347124,2.38291771139058e-17,0.0006501245536201239,0.07913649646655507,0.05245075204342927,0.06572154415977616,1.0,1.0,0.0,1.0,0.48048780487804876,0.023216154933064812,-10.091853265875299,-9.821069023159348
sim_00043,amp_error,数字放大器,,0.10685408371660733,0.019003521671517785,0.0,0.1263725926634578,0.11307916868687969,0.12194409352909229,1.0,0.7085365853658536,0.2914634146341464,1.0,0.25365853658536586,0.017588124722251044,-10.108087897380212,-9.735833730031075
sim_00044,amp_error,电源模块,power_noise,0.31330719397746853,8.665155314147563e-18,-0.00038285027850282205,0.09258326061519817,0.046913802131441584,0.06796568071091956,1.0,0.998780487804878,0.0012195121951219523,1.0,0.35853658536585364,0.018720224820785215,-10.066866981822804,-9.816736390973238
sim_00045,amp_error,电源模块,,0.12692261765127913,0.0038126970713674383,0.0,0.14647757031513642,0.12067255638918295,0.13499054862994092,1.0,0.8280487804878048,0.17195121951219516,1.0,0.15121951219512195,0.038439558300568714,-10.121947744612655,-9.74878487995802
sim_00046,amp_error,低频段前置低通滤波器,lpf_shift,0.007415374822889723,-1.5164021799758237e-17,0.000554236215955406,0.08436429192895467,0.05945801243057804,0.08302572183313527,1.0,1.0,0.0,1.0,0.27195121951219514,0.013636578265672855,-10.111454579035538,-9.810622981463986
sim_00047,amp_error,电源模块,power_noise,0.5688897035970152,1.7330310628295126e-17,0.0015674446822426802,0.11123628131777608,0.06528373218970102,0.08084537819107118,1.0,0.9951219512195122,0.004878048780487809,1.0,0.3878048780487805,0.0270229801846079,-10.077700029715615,-9.800563001435249
sim_00048,amp_error,低频段前置低通滤波器,lpf_shift,0.0021435415941313614,-1.9496599456832016e-17,0.013861204826341122,0.11239691443066846,0.1006934338742729,0.11055203806853778,1.0,1.0,0.0,1.0,0.2841463414634146,0.0070193822956179375,-10.108376345495852,-9.815561144867626
sim_00049,amp_error,低频段前置低通滤波器,lpf_shift,0.0072268137670186946,3.0328043599516474e-16,-0.00047460425335099643,0.07672233858017918,0.054270721668297474,0.07526457734572309,1.0,1.0,0.0,1.0,0.2682926829268293,0.015011836968634833,-10.073723450246318,-9.81599626672989
sim_00050,amp_error,低频段前置低通滤波器,,0.14669807930369191,-0.0025669425300276385,0.0,0.22281376575430833,0.18889166942904226,0.21734101091058852,1.0,0.6463414634146342,0.35365853658536583,0.9219512195121952,0.18292682926829268,0.085808405791796,-10.178951105947394,-9.678538800364297
sim_00051,amp_error,数字检波器,vbw_smoothing,0.657637668885876,-4.874149864208005e-16,0.0004271294398368042,0.11787850311705483,0.07892500502183973,0.10176654887707692,1.0,0.9829268292682927,0.017073170731707332,1.0,0.33170731707317075,0.03868050310258403,-10.079397188003021,-9.786510131019558
sim_00052,amp_error,低频段前置低通滤波器,lpf_shift,0.029447436920156472,2.1879517168222597e-16,-0.0033333073563310833,0.15837914690761323,0.11540318278983294,0.1541599466883294,1.0,0.9,0.09999999999999998,1.0,0.16951219512195123,0.03740021903979277,-10.122128536664219,-9.758393992157563
sim_00053,amp_error,电源模块,power_noise,0.412202382591206,-1.451413515119717e-16,-0.0013642305390648701,0.14366005784581048,0.08095161172733371,0.09893526328317723,1.0,0.9902439024390244,0.009756097560975618,1.0,0.1926829268292683,0.030737228280527946,-10.126216141854796,-9.746886823663615
sim_00054,amp_error,ADC,adc_bias,0.02252783562267849,-3.552713678800501e-16,0.00031425867591750034,0.03252577295749681,0.03189725560566181,0.03252577295749681,1.0,1.0,0.0,1.0,0.5926829268292683,0.014964976876896702,-10.045791498464874,-9.822474227042502
sim_00055,amp_error,数字放大器,,0.0662723922151151,0.0033929906819086964,0.0,0.14914051293874664,0.1310282269762466,0.14234595612589562,1.0,0.8378048780487805,0.16219512195121955,1.0,0.18292682926829268,0.03871840683802829,-10.09089159804756,-9.735448108890505
sim_00056,amp_error,数字检波器,vbw_smoothing,0.5825603973988667,2.816175477097958e-17,0.00030978321674002274,0.09728327133658965,0.051623229446235,0.06951333375834322,1.0,0.998780487804878,0.0012195121951219523,1.0,0.49146341463414633,0.02585060265558905,-10.05385171757066,-9.801485341627147
sim_00057,amp_error,低频段前置低通滤波器,,0.15721873056996494,0.01882206296439738,-8.881784197001252e-16,0.13968815792552114,0.12325213793499623,0.13421042347550224,1.0,0.8878048780487805,0.1121951219512195,1.0,0.4634146341463415,0.027237730670887073,-10.046491573853913,-9.738928517142412
sim_00058,amp_error,ADC,adc_bias,0.009477766120805177,5.35073340648612e-16,0.00042979727525871425,0.03644243034053396,0.03433440352420023,0.03582046719917288,1.0,1.0,0.0,1.0,0.501219512195122,0.02121252321266222,-10.080363808314049,-9.816536611429912
sim_00059,amp_error,低频段第一混频器,mixer_ripple,0.009000958933442603,-1.7330310628295126e-17,0.0020278558021020743,0.12201175297033018,0.10988001260019052,0.12033421238235638,1.0,0.9841463414634146,0.01585365853658538,1.0,0.20365853658536584,0.016511385545299528,-10.130228841671986,-9.793990508144896
sim_00060,amp_error,低频段第一混频器,mixer_ripple,0.004119271486817755,8.231897548440185e-17,0.0017575553429631796,0.10363195364178246,0.09375257928854124,0.1028060537281746,1.0,1.0,0.0,1.0,0.1878048780487805,0.010329511982434902,-10.109236634987054,-9.802171697951776
sim_00061,amp_error,ADC,adc_bias,0.03691045362633675,2.3179290465344733e-16,0.00017992664077404186,0.029687895727679603,0.029687895727679603,0.029687895727679603,1.0,1.0,0.0,1.0,0.6134146341463415,0.021455034437081,-10.030148093967954,-9.83031210427232
sim_00062,amp_error,ADC,adc_bias,0.13688735945919822,4.2892518805030437e-16,0.0003551799021916935,0.06167044722794124,0.06167044722794124,0.06167044722794124,1.0,1.0,0.0,1.0,0.2926829268292683,0.043390593039017766,-10.090960087423557,-9.803658369603497
sim_00063,amp_error,中频放大器,,0.10965510804783564,-0.010495800021482513,0.0,0.14916222131317625,0.12652717868453467,0.14611631244693735,1.0,0.9451219512195121,0.054878048780487854,1.0,0.5121951219512195,0.020051525470586327,-10.087953129124685,-9.841503801696556
sim_00064,amp_error,低频段前置低通滤波器,lpf_shift,0.009678363481106844,-1.3214361854075033e-16,-0.002365118128111021,0.0878985533226384,0.05846842072093075,0.08553348097898979,1.0,1.0,0.0,1.0,0.3280487804878049,0.020411929520783897,-10.08913083954247,-9.824101987921834
sim_00065,amp_error,低频段前置低通滤波器,lpf_shift,0.006174193033861556,-4.224263215646937e-16,-0.0016351736121507088,0.07212479727140853,0.054919479611459106,0.07086033241328897,1.0,1.0,0.0,1.0,0.30365853658536585,0.012714307059938994,-10.06086755833485,-9.799578758849073
sim_00066,amp_error,低频段前置低通滤波器,lpf_shift,0.0037825426206240416,-5.913968501905712e-16,-0.0012600969903635573,0.06569142435652431,0.04371057930735713,0.06462685383594524,1.0,1.0,0.0,1.0,0.3926829268292683,0.010603617108539515,-10.06380478134971,-9.82989593813048
sim_00067,amp_error,ADC,adc_bias,0.005138290128683505,6.498866485610672e-17,-0.00019062287530324795,0.02513496091581935,0.024369466092137592,0.024977216559505102,1.0,1.0,0.0,1.0,0.698780487804878,0.015466282598086276,-10.041169962541598,-9.842189043114894
sim_00068,amp_error,本振混频组件,,0.045343493326405845,-0.0014832374630964651,-8.881784197001252e-16,0.1364622018027184,0.1244397938068462,0.13405800337631185,1.0,0.8219512195121951,0.17804878048780493,1.0,0.1902439024390244,0.034275916887279,-10.127474658421914,-9.753098085782032
sim_00069,amp_error,ADC,adc_bias,0.022833357401417995,1.7330310628295127e-16,9.055751884901042e-05,0.02236770715566294,0.014941990610058298,0.02236770715566294,1.0,1.0,0.0,1.0,0.8280487804878048,0.012592183306671646,-10.044760875572361,-9.835058009389941
sim_00070,amp_error,低频段前置低通滤波器,lpf_shift,0.013616728373994426,5.394059183056858e-16,0.0002960524763331307,0.08243129814228922,0.0580542789008236,0.07984949099708585,1.0,1.0,0.0,1.0,0.2634146341463415,0.024429494098934124,-10.082317965976443,-9.808132750116645
sim_00071,amp_error,低频段前置低通滤波器,lpf_shift,0.000631504783840812,3.271096131090705e-16,0.00842485979798635,0.06043309593905555,0.05466844417825509,0.05954080709537046,1.0,1.0,0.0,1.0,0.5756097560975609,0.0037141913519314956,-10.073098931961068,-9.832891136384239
sim_00072,amp_error,数字检波器,vbw_smoothing,0.026814201997165305,6.412214932469197e-16,0.006009607427118091,0.042753707040750655,0.03054346460588775,0.038313487709822666,1.0,1.0,0.0,1.0,0.6292682926829268,0.00894254585799634,-10.058417547862277,-9.832333667578865
sim_00073,amp_error,电源模块,power_noise,0.42860486774322337,5.415722071342227e-17,-0.001316115543923857,0.12635848267608552,0.062361156143003256,0.08011873215872219,1.0,0.998780487804878,0.0012195121951219523,1.0,0.30853658536585366,0.024574883932827075,-10.087498869283387,-9.723641517323916
sim_00074,amp_error,ADC,adc_bias,0.019506005285811524,-3.76934256165419e-16,0.00015241882922190086,0.03139827881978796,0.023586813822147334,0.023586813822147334,1.0,1.0,0.0,1.0,0.6268292682926829,0.015350172739109325,-10.034224651175492,-9.826413186177852
sim_00075,amp_error,低频段第一混频器,mixer_ripple,0.09354188114137964,-1.5164021799758237e-17,-0.0005332503695800739,0.14965047696084177,0.09105091269772962,0.09979387503321081,1.0,0.998780487804878,0.0012195121951219523,1.0,0.3024390243902439,0.018145269265512628,-10.109650476960843,-9.795940584812687
sim_00076,amp_error,ADC,adc_bias,0.07957583565496489,2.426243487961318e-16,0.00035143935733294995,0.043578480309255596,0.043578480309255596,0.043578480309255596,1.0,1.0,0.0,1.0,0.39878048780487807,0.0330804283156722,-10.05287560159459,-9.825830533341383
sim_00077,amp_error,低频段第一混频器,mixer_ripple,0.1986427322233845,8.665155314147563e-18,0.0008122117919988625,0.15077667987904597,0.08840417745751399,0.10419826862386955,1.0,0.9939024390243902,0.0060975609756097615,1.0,0.1926829268292683,0.014572411661786607,-10.110858044450838,-9.783526674708352
sim_00078,amp_error,ADC,adc_bias,0.018681274764842243,-8.340211989867029e-16,0.00016790804023614214,0.03458905628881759,0.034253240208345304,0.03458905628881759,1.0,1.0,0.0,1.0,0.551219512195122,0.013941640542776386,-10.064253240208346,-9.8122951733609
sim_00079,amp_error,电源模块,,0.0874647140294785,0.022904021311740096,8.881784197001252e-16,0.15891103545030738,0.11755991975190935,0.15281870155650873,1.0,0.8195121951219512,0.18048780487804883,1.0,0.5487804878048781,0.01648418824786347,-10.053282150609661,-9.742508694633091
sim_00080,amp_error,低频段第一混频器,mixer_ripple,0.007507462326874106,2.166288828536891e-17,0.002482590225985959,0.11961475324765303,0.10709198049972678,0.11823988674180284,1.0,0.9926829268292683,0.007317073170731714,1.0,0.21097560975609755,0.015538746781915296,-10.121491422725892,-9.795304245398585
sim_00081,amp_error,低频段前置低通滤波器,lpf_shift,0.0007088853595568482,7.430370681881535e-16,0.008319522712563199,0.06244311662526769,0.05676890535464575,0.061542655477319484,1.0,1.0,0.0,1.0,0.5146341463414634,0.0038984325140810506,-10.07568474378553,-9.83250592982994
sim_00082,amp_error,低频段第一混频器,mixer_ripple,0.020218873222116473,-6.498866485610673e-18,-0.0019174891443825004,0.07291299514986349,0.06038773390180915,0.06708253090231528,1.0,1.0,0.0,1.0,0.4292682926829268,0.011516344409745248,-10.070497806663777,-9.799290800427535
sim_00083,amp_error,低频段第一混频器,mixer_ripple,0.10088865425219673,3.249433242805336e-17,0.0011032853184058666,0.11775311558655055,0.09882559777792305,0.11304896516126513,1.0,0.9963414634146341,0.003658536585365857,1.0,0.26951219512195124,0.021443640051427487,-10.112581505596431,-9.778266243388359
sim_00084,amp_error,数字检波器,vbw_smoothing,0.00539430982779624,-5.459047847912965e-16,0.0008978769656362573,0.017248357207385823,0.015591983853116961,0.017143486110950956,1.0,1.0,0.0,1.0,0.9426829268292682,0.003419873895734102,-10.045686607648934,-9.839983782318924
sim_00085,amp_error,电源模块,power_noise,0.6337820841945113,3.249433242805336e-17,-0.0019057245846676452,0.10163778261282808,0.07026881929080644,0.09033417204396693,1.0,0.9914634146341463,0.008536585365853666,1.0,0.36585365853658536,0.03137351008182607,-10.074039759815694,-9.750726257061018
sim_00086,amp_error,低频段第一混频器,mixer_ripple,0.004493990661263828,-1.2997732971221346e-17,-1.7704329694723242e-05,0.09547396325080193,0.08969686485837691,0.0946361505743523,1.0,1.0,0.0,1.0,0.21951219512195122,0.00982344131010133,-10.090812401724522,-9.803924674794928
sim_00087,amp_error,中频放大器,,0.12071625920457663,-0.06538271500333767,0.0,0.20627873763152493,0.1997405532918762,0.20260708498824756,1.0,0.5329268292682927,0.4670731707317073,0.9182926829268293,0.424390243902439,0.021081260140279508,-10.1662063575337,-9.835355440193108
sim_00088,amp_error,低频段第一混频器,,0.10113780307985694,-0.017809461283949432,0.0,0.16471091273474414,0.12707359747483762,0.15744589767279082,1.0,0.9134146341463415,0.0865853658536585,1.0,0.2426829268292683,0.01629764665252771,-10.100299998102336,-9.826682739966724
sim_00089,amp_error,电源模块,power_noise,0.5089479679530231,2.816175477097958e-17,-0.0007810517613338064,0.10781403471172446,0.05946031476314738,0.07602475463230404,1.0,0.9975609756097561,0.0024390243902439046,1.0,0.4036585365853659,0.025423717752549733,-10.055921908166614,-9.781339691025366
sim_00090,amp_error,低频段前置低通滤波器,lpf_shift,0.0007614494642430526,3.4227363490882876e-16,0.007281246527804264,0.06326027793487121,0.05739702600653941,0.06229564619839487,1.0,1.0,0.0,1.0,0.4792682926829268,0.004066877862869298,-10.076667648832567,-9.829093978874123
sim_00091,amp_error,电源模块,power_noise,0.5506688956429072,-3.466062125659025e-17,0.0006913529682455177,0.11905038946343183,0.06696478281659285,0.0842505187650641,1.0,0.9963414634146341,0.003658536585365857,1.0,0.33414634146341465,0.02858827236043516,-10.07225749310787,-9.817389523199466
sim_00092,amp_error,ADC,adc_bias,0.017516563624918706,-4.700846757925053e-16,0.00024249359045125374,0.036791348609389374,0.03483683109805362,0.036276720816480826,1.0,1.0,0.0,1.0,0.4951219512195122,0.02542405663033183,-10.04655037943771,-9.822969353186972
sim_00093,amp_error,低频段前置低通滤波器,lpf_shift,0.001320495232852311,-6.173923161330138e-16,0.009677471499320411,0.08397572127559627,0.07603732038287737,0.08267676070499833,1.0,1.0,0.0,1.0,0.35121951219512193,0.005382090482310709,-10.091444623473896,-9.821147607212184
sim_00094,amp_error,ADC,adc_bias,0.001366487567827156,5.76232828390813e-16,0.000128936882597408,0.017233702067141365,0.0161857958208226,0.016883657300589775,1.0,1.0,0.0,1.0,0.8439024390243902,0.007636219633085121,-10.061273118494311,-9.836514718837424
sim_00095,amp_error,低频段前置低通滤波器,,0.11445421845589422,-0.017598099107533273,-8.881784197001252e-16,0.1539175858041446,0.13354957972738574,0.1449653832283083,1.0,0.9036585365853659,0.09634146341463412,1.0,0.6329268292682927,0.017556290668650464,-10.132409458377765,-9.834572116891525
sim_00096,amp_error,数字检波器,vbw_smoothing,0.6685344077454437,-7.387044905310797e-16,0.00013734347612448516,0.12200426342165827,0.0771374334880579,0.09594814443501361,1.0,0.9926829268292683,0.007317073170731714,1.0,0.36585365853658536,0.03808958485450162,-10.070263216092114,-9.786819608293834
sim_00097,amp_error,低频段前置低通滤波器,lpf_shift,0.013548939455030957,-3.899319891366403e-17,-0.0017569926111251633,0.10080090742552805,0.066992923080885,0.09448575142179759,1.0,1.0,0.0,1.0,0.2524390243902439,0.024682174251876847,-10.120115754518821,-9.78741726922367
